ID,Title,Attachments,Automation Candidate,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Goals,Is Automated,Labels,Mission,Preconditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Additional Info),Steps (Expected Result),Steps (References),Steps (Shared step ID),Steps (Step),Suite,Suite ID,Type,Updated By,Updated On,is_converted
,TC-HU01-B-CA01-02 - Inicio de sesión exitoso tras un reintento con datos corregidos,,,None,,,,El sistema autentica correctamente tras el reintento y redirige al panel del Recepcionista.,,,No,"Alternativo, Sprint 1",,Existe una cuenta de Recepcionista registrada.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-01,CA-HU01-B-01: Credenciales válidas redirigen al panel del recepcionista,2,"Dado que soy un Recepcionista registrado, cuando ingreso credenciales válidas, entonces el sistema autentica mi sesión y me redirige al panel correspondiente.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-01: Credenciales válidas redirigen al panel del recepcionista,"1. Realizar previamente un intento fallido con contraseña incorrecta.
2. Volver a ingresar las credenciales correctas.
3. Presionar «Iniciar sesión».",,,El sistema autentica correctamente tras el reintento y redirige al panel del Recepcionista.,,,,Master,,Functional,,,0
,TC-HU01-B-CA01-03 - Recepcionista accede solo a las funciones propias de su rol,,,None,,,,"El usuario accede al panel propio del rol Recepcionista, sin acceso a funciones exclusivas de Administrador.",,,No,"Alternativo, Sprint 1",,Existe una cuenta de Recepcionista válida.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-01,CA-HU01-B-01: Credenciales válidas redirigen al panel del recepcionista,2,"Dado que soy un Recepcionista registrado, cuando ingreso credenciales válidas, entonces el sistema autentica mi sesión y me redirige al panel correspondiente.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-01: Credenciales válidas redirigen al panel del recepcionista,"1. Iniciar sesión con credenciales válidas de Recepcionista.
2. Verificar el panel mostrado.",,,"El usuario accede al panel propio del rol Recepcionista, sin acceso a funciones exclusivas de Administrador.",,,,Master,,Functional,,,0
,TC-HU01-B-CA02-01 - Inicio de sesión con contraseña incorrecta muestra mensaje genérico,,,None,,,,El sistema muestra un mensaje genérico de credenciales no válidas y no concede acceso.,,,No,"Negativo, Sprint 1",,Existe una cuenta de Recepcionista registrada.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-02,CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,"1. Ingresar correo válido del Recepcionista.
2. Ingresar contraseña incorrecta.
3. Presionar «Iniciar sesión».",,,El sistema muestra un mensaje genérico de credenciales no válidas y no concede acceso.,,,,Master,,Functional,,,0
,TC-HU01-B-CA02-02 - Inicio de sesión con correo inexistente no revela su inexistencia,,,None,,,,"El sistema muestra el mismo mensaje genérico, sin revelar la inexistencia del correo.",,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-02,CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,"1. Ingresar un correo no registrado.
2. Ingresar una contraseña cualquiera.
3. Presionar «Iniciar sesión».",,,"El sistema muestra el mismo mensaje genérico, sin revelar la inexistencia del correo.",,,,Master,,Functional,,,0
,TC-HU01-B-CA02-03 - Mensaje de error idéntico evita la enumeración de cuentas,,,None,,,,"Ambos mensajes son identicos, evitando la enumeracion de cuentas válidas.",,,No,"Alternativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-02,CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-02: Credenciales incorrectas muestran mensaje genérico,1. Comparar el mensaje de error con correo válido + contraseña erronea frente al de correo inexistente.,,,"Ambos mensajes son identicos, evitando la enumeracion de cuentas válidas.",,,,Master,,Functional,,,0
,TC-HU01-B-CA03-01 - Inicio de sesión con ambos campos vacíos solicita completarlos,,,None,,,,El sistema no procesa la solicitud y solicita completar los campos obligatorios.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-03,CA-HU01-B-03: Campos vacíos solicitan completar la información,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de procesar la solicitud.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-03: Campos vacíos solicitan completar la información,"1. Dejar ambos campos vacíos.
2. Presionar «Iniciar sesión».",,,El sistema no procesa la solicitud y solicita completar los campos obligatorios.,,,,Master,,Functional,,,0
,TC-HU01-B-CA03-02 - Inicio de sesión sin correo indica que el campo es obligatorio,,,None,,,,El sistema indica que el correo es obligatorio e impide continuar.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-03,CA-HU01-B-03: Campos vacíos solicitan completar la información,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de procesar la solicitud.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-03: Campos vacíos solicitan completar la información,"1. Ingresar solo la contraseña, dejando el correo vacío.
2. Presionar «Iniciar sesión».",,,El sistema indica que el correo es obligatorio e impide continuar.,,,,Master,,Functional,,,0
,TC-HU01-B-CA03-03 - Inicio de sesión sin contraseña indica que el campo es obligatorio,,,None,,,,El sistema indica que la contraseña es obligatoria e impide continuar.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-B-03,CA-HU01-B-03: Campos vacíos solicitan completar la información,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de procesar la solicitud.",Test Cases > HU01-B - Inicio de Sesión Recepcionista > CA-HU01-B-03: Campos vacíos solicitan completar la información,"1. Ingresar solo el correo, dejando la contraseña vacia.
2. Presionar «Iniciar sesión».",,,El sistema indica que la contraseña es obligatoria e impide continuar.,,,,Master,,Functional,,,0
,TC-HU01-C-CA01-01 - Inicio de sesión con credenciales válidas redirige al panel de reservas,,,None,,,,El sistema autentica la sesión y redirige al panel de reservas del Cliente.,,,No,"Positivo, Sprint 1",,Existe una cuenta de Cliente registrada y activa.; El sistema web se encuentra disponible y operativo.,Critical,CA-HU01-C-01,CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,2,"Dado que soy un Cliente registrado, cuando ingreso credenciales válidas, entonces el sistema autentica mi sesión y me redirige al panel de reservas correspondiente.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,"1. Acceder a la pantalla de inicio de sesión.
2. Ingresar correo y contraseña válidos del Cliente.
3. Presionar «Iniciar sesión».",,,El sistema autentica la sesión y redirige al panel de reservas del Cliente.,,,,Master,,Functional,,,0
,TC-HU01-C-CA01-02 - Inicio de sesión ignora mayúsculas y minúsculas en el correo,,,None,,,,El sistema reconoce el correo sin distinguir mayusculas y redirige al panel de reservas.,,,No,"Alternativo, Sprint 1",,Existe una cuenta de Cliente registrada.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-01,CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,2,"Dado que soy un Cliente registrado, cuando ingreso credenciales válidas, entonces el sistema autentica mi sesión y me redirige al panel de reservas correspondiente.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,"1. Ingresar el correo del Cliente combinando mayusculas y minusculas.
2. Ingresar la contraseña válida.
3. Presionar «Iniciar sesión».",,,El sistema reconoce el correo sin distinguir mayusculas y redirige al panel de reservas.,,,,Master,,Functional,,,0
,TC-HU01-C-CA01-03 - Cliente accede al panel de reservas con sus opciones disponibles,,,None,,,,"El Cliente accede al panel de reservas con las opciones de reservar, consultar disponibilidad y ver sus reservas.",,,No,"Alternativo, Sprint 1",,Existe una cuenta de Cliente válida.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-01,CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,2,"Dado que soy un Cliente registrado, cuando ingreso credenciales válidas, entonces el sistema autentica mi sesión y me redirige al panel de reservas correspondiente.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-01: Credenciales válidas redirigen al panel de reservas,"1. Iniciar sesión con credenciales válidas de Cliente.
2. Verificar las opciones disponibles en el panel.",,,"El Cliente accede al panel de reservas con las opciones de reservar, consultar disponibilidad y ver sus reservas.",,,,Master,,Functional,,,0
,TC-HU01-C-CA02-01 - Inicio de sesión con contraseña incorrecta muestra mensaje genérico,,,None,,,,El sistema muestra un mensaje genérico de credenciales no válidas y no concede acceso.,,,No,"Negativo, Sprint 1",,Existe una cuenta de Cliente registrada.; El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-02,CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,"1. Ingresar correo válido del Cliente.
2. Ingresar contraseña incorrecta.
3. Presionar «Iniciar sesión».",,,El sistema muestra un mensaje genérico de credenciales no válidas y no concede acceso.,,,,Master,,Functional,,,0
,TC-HU01-C-CA02-02 - Inicio de sesión con correo inexistente no revela su inexistencia,,,None,,,,El sistema muestra el mismo mensaje genérico sin revelar que el correo no existe.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-02,CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,"1. Ingresar un correo no registrado.
2. Ingresar una contraseña cualquiera.
3. Presionar «Iniciar sesión».",,,El sistema muestra el mismo mensaje genérico sin revelar que el correo no existe.,,,,Master,,Functional,,,0
,TC-HU01-C-CA02-03 - Mensaje de error idéntico impide deducir cuentas existentes,,,None,,,,"Ambos mensajes son identicos, impidiendo deducir cuentas existentes.",,,No,"Alternativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-02,CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,2,"Dado que soy un usuario del sistema, cuando introduzco un correo electrónico o contraseña incorrectos, entonces el sistema muestra un mensaje genérico indicando que las credenciales no son válidas, sin revelar si el correo electrónico existe o no.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-02: Credenciales incorrectas muestran mensaje genérico,1. Comparar el mensaje de error de correo válido + contraseña erronea con el de correo inexistente.,,,"Ambos mensajes son identicos, impidiendo deducir cuentas existentes.",,,,Master,,Functional,,,0
,TC-HU01-C-CA03-01 - Inicio de sesión con ambos campos vacíos solicita completarlos,,,None,,,,El sistema solicita completar los campos obligatorios y no procesa la solicitud.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-03,CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de continuar.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,"1. Dejar ambos campos vacíos.
2. Presionar «Iniciar sesión».",,,El sistema solicita completar los campos obligatorios y no procesa la solicitud.,,,,Master,,Functional,,,0
,TC-HU01-C-CA03-02 - Inicio de sesión sin correo indica que el campo es obligatorio,,,None,,,,El sistema indica que el correo es obligatorio e impide continuar.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-03,CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de continuar.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,"1. Ingresar solo la contraseña.
2. Presionar «Iniciar sesión».",,,El sistema indica que el correo es obligatorio e impide continuar.,,,,Master,,Functional,,,0
,TC-HU01-C-CA03-03 - Inicio de sesión sin contraseña indica que el campo es obligatorio,,,None,,,,El sistema indica que la contraseña es obligatoria e impide continuar.,,,No,"Negativo, Sprint 1",,El sistema web se encuentra disponible y operativo.,Medium,CA-HU01-C-03,CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,2,"Dado que me encuentro en el formulario de inicio de sesión, cuando intento iniciar sesión dejando campos vacíos, entonces el sistema solicita completar los campos obligatorios antes de continuar.",Test Cases > HU01-C - Inicio de Sesión Cliente > CA-HU01-C-03: Campos vacíos solicitan completar los campos obligatorios,"1. Ingresar solo el correo.
2. Presionar «Iniciar sesión».",,,El sistema indica que la contraseña es obligatoria e impide continuar.,,,,Master,,Functional,,,0
,"TC-HU02-A-CA01-01 - Registro de sala con nombre, tipo y capacidad válidos",,,None,,,,El sistema guarda la sala y la muestra en el inventario con la información ingresada.,,,No,"Positivo, Sprint 1",,El Administrador esta autenticado.; El Administrador se encuentra en el formulario de registro de sala.,Critical,CA-HU02-A-01,CA-HU02-A-01: Registro exitoso de sala con datos válidos,2,"Dado que soy un Administrador autenticado, cuando registro una nueva sala con nombre, tipo y capacidad máxima válidos, entonces el sistema guarda la información correctamente en el repositorio.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-01: Registro exitoso de sala con datos válidos,"1. Ingresar un nombre de sala válido.
2. Seleccionar un tipo de sala válido.
3. Ingresar una capacidad máxima válida (por ejemplo 10).
4. Presionar «Guardar».",,,El sistema guarda la sala y la muestra en el inventario con la información ingresada.,,,,Master,,Functional,,,0
,TC-HU02-A-CA01-02 - Registro de sala con la capacidad mínima válida,,,None,,,,El sistema acepta el valor mínimo válido y guarda la sala correctamente.,,,No,"Alternativo, Sprint 1",,El Administrador esta autenticado.,Medium,CA-HU02-A-01,CA-HU02-A-01: Registro exitoso de sala con datos válidos,2,"Dado que soy un Administrador autenticado, cuando registro una nueva sala con nombre, tipo y capacidad máxima válidos, entonces el sistema guarda la información correctamente en el repositorio.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-01: Registro exitoso de sala con datos válidos,"1. Registrar una sala con capacidad máxima igual a 1 (valor mínimo válido).
2. Presionar «Guardar».",,,El sistema acepta el valor mínimo válido y guarda la sala correctamente.,,,,Master,,Functional,,,0
,TC-HU02-A-CA01-03 - Registro de dos salas distintas guardadas de forma independiente,,,None,,,,Ambas salas se guardan correctamente y aparecen registradas de forma independiente en el inventario.,,,No,"Alternativo, Sprint 1",,El Administrador esta autenticado.,Medium,CA-HU02-A-01,CA-HU02-A-01: Registro exitoso de sala con datos válidos,2,"Dado que soy un Administrador autenticado, cuando registro una nueva sala con nombre, tipo y capacidad máxima válidos, entonces el sistema guarda la información correctamente en el repositorio.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-01: Registro exitoso de sala con datos válidos,"1. Registrar una primera sala con datos válidos.
2. Registrar una segunda sala con datos válidos distintos.
3. Consultar el inventario.",,,Ambas salas se guardan correctamente y aparecen registradas de forma independiente en el inventario.,,,,Master,,Functional,,,0
,TC-HU02-A-CA02-01 - Registro sin nombre solicita completar el campo,,,None,,,,El sistema no guarda la sala y solicita completar el campo nombre.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-02,CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,2,"Dado que me encuentro registrando una sala, cuando dejo vacío el nombre, tipo o capacidad máxima, entonces el sistema solicita completar los campos obligatorios.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,"1. Dejar vacío el campo nombre.
2. Completar tipo y capacidad válidos.
3. Presionar «Guardar».",,,El sistema no guarda la sala y solicita completar el campo nombre.,,,,Master,,Functional,,,0
,TC-HU02-A-CA02-02 - Registro sin tipo solicita seleccionar el tipo de sala,,,None,,,,El sistema no guarda la sala y solicita seleccionar el tipo.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-02,CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,2,"Dado que me encuentro registrando una sala, cuando dejo vacío el nombre, tipo o capacidad máxima, entonces el sistema solicita completar los campos obligatorios.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,"1. Completar nombre y capacidad válidos.
2. Dejar sin seleccionar el tipo de sala.
3. Presionar «Guardar».",,,El sistema no guarda la sala y solicita seleccionar el tipo.,,,,Master,,Functional,,,0
